154,19921370182
155,13556468720
156,15126416515
157,14771769263
158,15048353315
159,18854952982
159,15116724252
159,15878924186
160,15275646214
161,13051996000
162,15144361220
163,18877460980
163,15027433964
163,19925868099
164,13315778116
165,13602838051
165,18875365549
165,15968090773
166,14793304721
167,15314436639
168,14773536287
169,18979208883
170,14708299385
171,14730587112
171,15088953897
171,13191392804
172,19926413238
172,13256329266
173,13910309253
174,15097630507
174,19925650072
175,15160297482
175,15563852020
175,19986632252
175,15182554143
176,15920789264
177,18803250399
178,15552748928
178,13456497254
179,13304308983
180,13045416183
180,14752586501
181,18649863767
182,13138877025
184,13725726786
183,13041841039
185,15115008367
186,15912926139
186,18045755827
186,18511171459
187,14755660530
187,13274915031
188,15519032351
188,19966911521
189,13812151400
189,13928416122
190,13071791868
190,18594332269
191,13087724581
191,13322827936
192,13601444381
192,15370193232
192,18087284509
192,15824924966
193,18804176521
194,15922449259
195,19907170242
196,13954145711
197,15603687931
197,18099622173
198,13458884971
199,15039211996
200,13730295494
201,13752044301
202,15865577780
203,15048962965
204,13232697968
204,15317312318
205,13347430161
205,15916918719
205,13517521006
206,18876123494
207,15892973154
208,14717729321
209,15336123196
209,14758696680
209,15183657392
209,18935707505
209,13109624667
210,18632216332
211,13966026767
212,15090311222
213,15372284845
214,15332624042
214,13155686790
214,13156573520
215,15890264892
215,18809042057
216,19919123051
217,15890932456
218,13970083167
219,18593922149
219,18672996306
220,15325103277
221,13018048898
221,13822065841
222,15014208171
223,13391758036
224,15630340740
224,18971062497
225,13828072637
225,18613589177
225,18972016216
226,18969205769
226,13656964464
227,15298596505
227,15061347418
228,18855925324
228,13232331070
229,14793034081
230,13685658854
232,15185591345
231,13610701648
233,15822509813
234,18980797249
235,13860132882
236,15276383359
236,18665626258
237,15090674684
238,18887930499
239,19940751024
239,13678282593
240,13747771186
240,15033482499
240,15102057289
241,18558895762
241,18841441271
242,18914825803
243,15631972004
244,13170556430
245,15572700326
246,13307827937
250,13699154070
251,14767030772
247,18590698350
252,15998378597
253,15000518946
254,13048957240
248,15842636446
255,18694075548
256,15218796737
249,18062702805
257,15997702803
258,18526949455
259,15175084681
260,15172158789
260,15988383388
261,13980187362
262,18062841906
263,18942882476
263,13514543254
263,13193464070
264,18587991753
264,15660697909
265,15054590903
265,15958485459
266,13978639535
266,14733953419
267,15966160579
267,18855026905
268,15036000403
268,18616000524
269,13882444941
269,15682216944
270,19983952392
271,18061885224
272,18620969132
273,15863384879
274,13285136093
275,18892409503
276,18020457434
276,13595023603
277,13236968947
278,13799791099
279,15619404253
280,18677467005
280,15106989102
280,14712181767
281,13176679218
282,15078794733
283,14791113076
283,18625744055
283,13662595242
284,18072721598
285,18894626194
286,15049502402
286,15682458365
287,15220707273
287,13742660344
288,15009339374
288,19905303981
288,13199451748
288,18635057762
289,15131931165
289,15681306238
290,18857300216
291,13454756904
291,14773043767
292,18883857298
292,13987744722
293,15135894083
293,13555534614
294,13126188848
295,18816270891
295,13697298779
296,15812965940
297,15280330250
301,15524899316
298,15948776699
302,18018189536
299,18822441454
303,19985085161
304,19968227164
300,13537887017
305,14724810421
305,13448377935
306,13417972521
306,13510937618
307,15596745794
308,15579975114
309,13389786299
312,19932716868
313,13969741104
310,13430875263
314,13727987353
311,14724510412
314,15996206574
315,18631015342
315,15850345362
315,13000376106
316,13724910112
317,13677946457
318,13873193613
318,13859481011
319,15857886481
320,15192062851
321,14744510890
321,13728219540
321,18055913413
322,14795842661
322,18843135062
323,15295479361
324,18510764163
324,18855024769
325,18090718273
325,13943811793
326,18893099566
326,18837815980
327,18984018931
328,15353143182
329,15884316053
330,18992056190
330,13276941684
330,18850620895
331,13576887227
331,13654717741
332,13244112071
333,18634831085
333,18099055998
333,15884115459
334,18599124452
334,18944105883
335,15274447379
335,15381963219
336,13403957546
337,15310406747
338,15687523610
338,13837922596
339,13869701394
341,15695864073
340,15049014218
342,18809704808
343,13674174653
343,15035337215
344,18879133611
344,15289345614
345,18967236989
346,13475724210
347,13136653644
349,13053327876
348,18948882619
351,15158161096
350,19908548017
352,13264776593
352,13501155728
352,19943895158
352,13269969212
353,18800638095
353,18019890381
354,13813266687
354,13839796036
354,19937259363
354,14743400421
355,15292117619
355,18062083396
356,18885223811
357,13369976960
357,13751295663
358,13457755825
359,18826134622
360,13680444753
361,13002307063
362,13455799947
364,13038220034
363,15632083307
365,15224681326
366,13447067960
366,18935542912
367,13446874267
367,15214802241
368,13559436736
368,19920348049
368,15530232021
368,13041803998
368,18978419430
368,15990825323
369,15655035260
369,15904097653
369,18684824709
370,15850706868
371,13192369042
372,13557096544
373,13039147671
374,15856599120
375,18958218684
376,13156402877
377,18514304802
378,13113939634
378,18629062331
379,19902453058
380,13284564898
380,18509572844
381,13218930642
382,19923373093
382,15627876946
383,15393576820
385,13669179592
384,15557065056
386,13889379314
387,13417491468
388,13407990650
389,13173934014
389,15353223648
390,18938331192
390,18082617943
391,18019837113
392,13486190347
392,13743659893
392,15178234988
393,18623078157
393,18822821157
393,18035868712
394,18920911723
395,13179367131
396,13384844815
396,18561218419
396,14746731783
396,13653766795
397,18852980284
399,13890163336
398,15344629080
400,13011248726
400,13894182888
391,15006457387
380,19947082544
